idelem;tipo_elem;identif;nombre;st_x;st_y
6630;PUNTOS DE MEDIDA URBANOS;79405;C/. Alcalde Redondo Aceña - Alcalde Henche Plata-Príncipe Carlos;444.929.985.957.863;448.258.246.055.805
4748;PUNTOS DE MEDIDA URBANOS;24011;DUQ.PARCE.O-E (YEBENES-GTA.LOS CARMENES);436.924.262.608.722;447.208.448.356.627
5141;PUNTOS DE MEDIDA URBANOS;58010;C.VIEJO LEGANES E-O(HERCULES-CARCASTILLO;437.866.210.522.043;447.022.416.222.561
3408;PUNTOS DE MEDIDA URBANOS;32016;AV. BETANZOS N-S(LA BAQEZA-MELCHOR FERNANDEZ ALMAGRO);439.789.321.832.965;448.106.452.252.704
4559;PUNTOS DE MEDIDA URBANOS;32019;VILLA MARIN E-O(MELCHOR FERNANDEZ ALMAGRO-FINISTERRE);440.810.109.927.284;44.810.362.291.279
3829;PUNTOS DE MEDIDA URBANOS;32020;SINESIO DELGADO E-O(FINISTERRE -GINZO DE LIMIA);440.763.944.412.076;448.092.095.642.105
4561;PUNTOS DE MEDIDA URBANOS;32022;FINISTERRE N-S(VILLA MARIN-MELCHOR FERNANDEZ ALMAGRO);44.068.033.266.943;448.107.564.268.674
9900;PUNTOS DE MEDIDA URBANOS;93036;Valle de Mena E-O(Central)(Cno. Ganapanes-Buitrago de Lozoya);439.392.945.645.279;448.040.117.301.483
9974;PUNTOS DE MEDIDA URBANOS;93038;CAMINO GANAPANES N-S;439.502.867.450.124;448.064.776.397.183
5033;PUNTOS DE MEDIDA URBANOS;95023;LA MILAGROSA S-N;437.632.354.679.833;447.379.581.493.015
3822;PUNTOS DE MEDIDA M-30;PM20026;PM20026;443.022.860.482.011;448.167.060.101.342
3823;PUNTOS DE MEDIDA M-30;PM20041;PM20041;442.966.223.741.919;448.098.212.241.147
6714;PUNTOS DE MEDIDA M-30;PM20042;PM20042;442.976.285.372.814;448.098.396.054.487
5074;PUNTOS DE MEDIDA URBANOS;2050;Av. Ciudad Barcelona O-E - Alberche-Pedro Bosch;442.754.105.117.761;447.277.838.635.112
3888;PUNTOS DE MEDIDA URBANOS;2300; Pl. Conde Casa - Antes de Grupo16;443.211.343.476.123;447.332.956.437.357
10024;PUNTOS DE MEDIDA URBANOS;2305; Pl. Conde Casal - Delante del Grupo 12;443.276.225.213.412;447.329.269.587.259
6705;PUNTOS DE MEDIDA M-30;PM13014;PM13014;440.955.094.467.933;448.196.229.315.852
6706;PUNTOS DE MEDIDA M-30;PM13041;PM13041;441.224.603.669.132;448.206.963.286.613
3921;PUNTOS DE MEDIDA URBANOS;4015;Ramon y Cajal(En el Puente) E-O - M-30 -Pº de los  Jacintos;443.816.034.626.917;447.845.774.445.725
3923;PUNTOS DE MEDIDA URBANOS;4017;Principe Vergara S-N - Sanchez Pacheco-Pl. Cataluña;442.611.464.288.272;447.779.051.401.075
6599;PUNTOS DE MEDIDA URBANOS;78010;VALCARLOS N-S (PALAS DEL REY - SANTO DOMINGO DE LA CALZADA);443.796.928.735.208;448.423.718.769.746
5032;PUNTOS DE MEDIDA URBANOS;95022;GRAL MANSO N-S;437.599.081.077.807;447.381.963.425.511
3971;PUNTOS DE MEDIDA URBANOS;6031;Diego de Leon E-O - Claudio Coello-Serrano;441.960.244.257.869;447.648.082.417.354
3972;PUNTOS DE MEDIDA URBANOS;6032;Diego de Leon O-E - Lagasca-Velazquez;442.074.199.083.598;447.646.793.188.002
3928;PUNTOS DE MEDIDA URBANOS;4022; Doctor Arce O-E - Delante Grupo 6;442.220.811.294.983;447.769.028.280.401
3605;PUNTOS DE MEDIDA URBANOS;4025; Alhelies E-O - Alfonso XIII-Los Narcisos;443.588.597.359.268;447.866.860.371.833
3950;PUNTOS DE MEDIDA URBANOS;6002;Francisco Silvela, 76 S-N - Mejico-Coslada;442.773.814.701.662;447.660.226.127.738
9894;PUNTOS DE MEDIDA URBANOS;6003;Jorge Juan O-E - Lagasca -Velazquez;441.981.356.167.399;447.523.197.121.164
3966;PUNTOS DE MEDIDA URBANOS;6026;Lopez Hoyos, 27 N-S - Gta. Lopez Hoyos-Velazquez;442.332.928.762.329;447.704.398.165.367
3498;PUNTOS DE MEDIDA URBANOS;97023;Av.Gregorio del Amo O-E  - Estación Metro - Juán XXIII;439.104.966.044.801;447.779.635.393.854
5775;PUNTOS DE MEDIDA URBANOS;97025;Av.Reina Victoria O-E - Av. Del Valle - Guzmán el Bueno;439.533.180.791.333;447.769.117.613.574
5536;PUNTOS DE MEDIDA URBANOS;61023;Pº de la Habana  N-S - Menéndez Pidal-Comandate Franco;442.508.837.384.235;447.986.421.594.101
7018;PUNTOS DE MEDIDA URBANOS;63060;Av. Filipinas 44 E-O  -  (Boix y Morer-Santander);440.183.435.394.335;447.719.474.321.169
5761;PUNTOS DE MEDIDA URBANOS;97001;Av. America E-O - Padre Xifre-Cartagena;443.124.898.763.734;44.769.550.469.105
5762;PUNTOS DE MEDIDA URBANOS;97002;Av.America 27  E-O - Cartagena - Fco.Silvela;442.918.594.925.188;447.690.739.161.472
6199;PUNTOS DE MEDIDA URBANOS;54007;C/. Calahorra  - Calahorra-Av. Daroca;448.107.829.962.085;447.336.279.316.176
6200;PUNTOS DE MEDIDA URBANOS;54008;Av. Daroca  - Camino Viejo de Vicálvaro-Calahorra;448.133.222.945.928;447.321.311.184.912
9959;PUNTOS DE MEDIDA URBANOS;97093;Méndez Alvaro S-N(Giro Izqda) - Retama-Pedro Bosch;442.484.264.952.974;447.198.009.870.818
5810;PUNTOS DE MEDIDA URBANOS;40031;C/. Carlos Martín Ãlvarez - Martinez de la Riva-Javier de Miguel;443.746.320.058.348;447.132.984.331.273
5841;PUNTOS DE MEDIDA URBANOS;41055;Av. Albufera - M-40-Av. Albufera 300 P.P.;446.093.572.420.637;44.709.748.031.604
5933;PUNTOS DE MEDIDA URBANOS;44035;C/. Mateo García  - Mateo García- Alcalá;444.711.358.300.574;447.609.359.332.283
5961;PUNTOS DE MEDIDA URBANOS;45015;C/. Hermanos García Noblejas - Villaescusa-Nicolás Salmerón;447.099.819.427.881;447.472.080.447.207
6198;PUNTOS DE MEDIDA URBANOS;54006;Av. Daroca  - Calahorra-Casalarreina;448.030.335.957.786;447.331.566.986.318
4039;PUNTOS DE MEDIDA URBANOS;9025;Goya E-O - Lombia-Fernan Gonzalez;443.042.170.999.077;447.531.726.096.072
6120;PUNTOS DE MEDIDA URBANOS;67013;C/. Corregidor Diego Valdárrabano - Alcalde Luis Marichalar-Camino Vinateros;44.426.261.612.071;447.381.249.332.736
6588;PUNTOS DE MEDIDA URBANOS;77405;PTE. REINA O-E(GIRO-SIERRA ATAPUERCA);443.138.302.296.164;448.385.429.640.581
6298;PUNTOS DE MEDIDA URBANOS;56016;C/. Arequipa - Torquemada-Emigrantes;44.583.246.674.847;44.802.208.063.863
9846;PUNTOS DE MEDIDA URBANOS;56020;Ctra. Acceso Estación de Hortaleza - Virgen del Carmen-Av. San Luis;444.422.135.771.689;448.059.830.757.898
6305;PUNTOS DE MEDIDA URBANOS;56025;C/. Mar Caspio - Felipe Herranz-Mar de las Antillas;44.530.637.673.625;448.074.518.146.392
6373;PUNTOS DE MEDIDA URBANOS;59019;Av. Badajoz - Salvador de Madariaga-Martínez Villergas;444.494.969.988.027;447.713.266.284.274
6115;PUNTOS DE MEDIDA URBANOS;67010;Camino Vinateros - Arroyo de la Media Legua-Corregidor Diego Valderrábanos;444.375.484.728;447.374.798.443.828
4744;PUNTOS DE MEDIDA URBANOS;24007;ALHAMBRA S-N(GTA.CARMENES-PTA.IGLESIA);436.959.535.459.624;44.724.195.096.829
5140;PUNTOS DE MEDIDA URBANOS;58009;FARO E-O(VIA LUSITANA-AV. ABRANTES);438.484.473.751.943;447.051.103.086.684
6117;PUNTOS DE MEDIDA URBANOS;67012;Camino Vinateros  - Marroquina-Av. Morataláz;445.199.582.176.801;447.351.647.669.007
4560;PUNTOS DE MEDIDA URBANOS;32021;VILLA MARIN E-O(FINISTERRE-GINZO DE LIMIA);440.716.482.376.567;448.095.834.073.895
6569;PUNTOS DE MEDIDA URBANOS;75011;AV. LLANO CASTELLNA N-S(MANUEL TOVAR-MAURICIO LEGENDRE);442.102.017.256.023;448.216.984.730.066
3788;PUNTOS DE MEDIDA URBANOS;75012;NTRA. SRA. VALVERDE S-N(AFUERAS VALVERDE-ANTONIO CABEZON);442.008.696.440.437;448.387.122.390.476
6587;PUNTOS DE MEDIDA URBANOS;77404;PTE. REINA O-E(GIRO A CNO. SANTIAGO);44.296.751.311.736;448.392.054.861.778
6818;PUNTOS DE MEDIDA M-30;PM13202;PM13202;442.683.953.925.444;448.189.101.157.916
7013;PUNTOS DE MEDIDA M-30;PM13221;PM13221;443.120.621.144.362;448.200.825.926.587
7014;PUNTOS DE MEDIDA M-30;PM13222;PM13222;443.125.809.838.473;448.201.035.578.812
6598;PUNTOS DE MEDIDA URBANOS;78008;PALAS DEL REY E-O (TOQUES - CAMINO DE SANTIAGO);443.442.274.944.713;448.459.122.692.259
3794;PUNTOS DE MEDIDA URBANOS;78009;PALAS DEL REY O-E (FURELOS - VALCARLOS);443.747.831.753.645;448.430.428.675.034
6704;PUNTOS DE MEDIDA M-30;PM13011;PM13011;440.951.446.666.375;448.196.970.582.444
6708;PUNTOS DE MEDIDA M-30;PM13101;PM13101;441.772.002.640.761;44.818.319.400.977
6709;PUNTOS DE MEDIDA M-30;PM13103;PM13103;441.776.054.220.614;448.183.902.118.519
6710;PUNTOS DE MEDIDA M-30;PM13104;PM13104;441.768.655.555.797;448.182.567.311.947
6711;PUNTOS DE MEDIDA M-30;PM13181;PM13181;442.422.597.510.349;44.818.246.137.952
3937;PUNTOS DE MEDIDA URBANOS;5009;Serrano N-S - General Oraa-Diego de Leon;441.888.387.944.967;447.660.589.546.858
3940;PUNTOS DE MEDIDA URBANOS;5012;Goya, 9 E-O - Serrano-Pº Castellana;441.713.601.425.526;447.542.233.899.779
9892;PUNTOS DE MEDIDA URBANOS;6044;Velazquez S-N - Diego de León-Gral.Oraá;442.156.788.332.636;447.651.095.494.306
3984;PUNTOS DE MEDIDA URBANOS;6301; Principe Vergara S-N (Delante G. 7) - ;442.535.120.005.405;447.691.804.085.111
4041;PUNTOS DE MEDIDA URBANOS;9027;Narvaez N-S - Jorge Juan-Duque de Sesto;442.774.092.290.135;447.515.369.224.624
4044;PUNTOS DE MEDIDA URBANOS;9030;Jorge Juan O-E - Principe Vergara-General Pardiñas;442.422.783.066.884;447.520.044.655.452
4048;PUNTOS DE MEDIDA URBANOS;9034;Tunel OÂ´Donnell O-E(Salida M-30) - ;442.129.369.715.865;447.491.873.636.078
4062;PUNTOS DE MEDIDA URBANOS;10014;Nazaret E-O - Samaria-Reyes Magos;442.908.721.489.411;447.380.877.288.517
4188;PUNTOS DE MEDIDA URBANOS;13048;Canarias O-E - Sta Maria Cabeza-Batalla del Salado;440.951.666.795.048;447.282.660.494.823
4189;PUNTOS DE MEDIDA URBANOS;13049;Batalla del Salado N-S - Embajadores-Ferrocarril;441.024.134.154.792;447.259.012.748.836
4255;PUNTOS DE MEDIDA URBANOS;15015; Carrera San Jeronimo O-E - Pta Sol-Pl. Canalejas;440.650.328.811.626;447.444.607.518.585
4256;PUNTOS DE MEDIDA URBANOS;15016;Gran Via San Francisco S-N - San Bernabe-Cra. San Francisco;440.713.342.632.404;447.449.464.618.737
7090;PUNTOS DE MEDIDA URBANOS;15307;( Pº Recoletos(Cibeles - Marques del Duero) - ( Pº Recoletos(Cibeles - Marques del Duero);441.367.005.395.243;447.484.999.767.898
4284;PUNTOS DE MEDIDA URBANOS;16006;Pl. España N-S - San Leonardo-Cuesta San Vicente;439.734.219.358.978;447.528.975.353.949
4291;PUNTOS DE MEDIDA URBANOS;16013;Flor Baja O-E - Leganitos-Gran Via;43.985.247.582.553;447.509.256.602.815
4298;PUNTOS DE MEDIDA URBANOS;16021;Silva O-E - Pl. Santo Domingo-Gran Via;440.046.744.981.257;447.489.065.056.824
3672;PUNTOS DE MEDIDA URBANOS;16022;Gran Via S-N - Silva-Libreros;440.132.309.221.662;447.493.014.002.641
4338;PUNTOS DE MEDIDA URBANOS;17002;Princesa S-N - Pl. Moncloa-Pº Moret;439.143.809.814.059;447.640.928.039.197
4339;PUNTOS DE MEDIDA URBANOS;17003;Princesa N-S - Giro Izqda. Fernando el Católico;439.145.490.584.916;447.639.183.115.345
4371;PUNTOS DE MEDIDA URBANOS;17040;Marques de Urquijo E-O - Martin de los Heros-Mendizal;439.161.335.878.863;447.593.078.122.577
4377;PUNTOS DE MEDIDA URBANOS;17046;Ferraz, 13 S-N - Rey Francisco-Quintana;439.233.520.174.865;447.555.048.485.501
5466;PUNTOS DE MEDIDA URBANOS;60019; Alberto Alcocer O-E(Giro a Padre Damián E-N) -  Alberto Alcocer O-E(Giro a Padre Damián E-N);441.944.385.189.334;447.911.418.620.588
7064;PUNTOS DE MEDIDA URBANOS;17306; Princesa N-S(Delante G.1) -  Princesa N-S(Delante G.1);439.450.865.136.766;447.582.171.796.613
7065;PUNTOS DE MEDIDA URBANOS;17308; Princesa N-S(Delante G. 1 Frente G. 2) -  Princesa N-S(Delante G. 1 Frente G. 2);439.461.043.513.098;44.758.050.823.403
4389;PUNTOS DE MEDIDA URBANOS;18012;Alberto Aguilera O-E - Mártires Alcalá-Baltasa Gracián;439.852.388.271.348;44.759.342.691.243
4390;PUNTOS DE MEDIDA URBANOS;18015;San Bernardo N-S - Esquina Sta Cruz de Marcenado;440.216.207.561.184;447.579.732.944.409
4391;PUNTOS DE MEDIDA URBANOS;18016;Mártires Alcalá S-N - Sta Cruz Marcenado-Alberto Aguilera;4.396.843.275.518;447.588.831.584.279
3619;PUNTOS DE MEDIDA URBANOS;18017;Guzmán el Bueno N-S - Fdez de los Rios -Andres Mellado;439.622.172.370.853;447.651.246.919.371
4429;PUNTOS DE MEDIDA URBANOS;21004;Eduardo Dato,33 E-O - Pº Castellana-Gta Ruben Dario;441.622.703.116.019;447.625.837.082.338
4430;PUNTOS DE MEDIDA URBANOS;21005;Eduardo Dato, 2 E-O - Fernández de la Hoz-Santa Engracia;441.081.924.426.712;447.623.038.442.702
5622;PUNTOS DE MEDIDA URBANOS;62003;Bravo Murillo  E-O - Pinos Alta-Capitán Blanco Argibay;441.224.096.213.456;447.977.820.536.042
5623;PUNTOS DE MEDIDA URBANOS;62006;Bravo Murillo  N-S - Lope de Haro-San Enrique;440.607.284.758.028;447.893.660.818.435
5624;PUNTOS DE MEDIDA URBANOS;62008;Bravo Murillo S-N - Alonso Castrillo-Pensamiento;440.823.809.446.145;447.922.028.982.372
3834;PUNTOS DE MEDIDA URBANOS;62009;Bravo Murillo S-N - General Margallo-San Felipe;440.925.941.325.094;447.939.780.449.588
5625;PUNTOS DE MEDIDA URBANOS;62010;Bravo Murillo S-N - Pedro Villar-Rosa Silva;441.033.933.649.601;447.959.814.217.161
5626;PUNTOS DE MEDIDA URBANOS;62011;Bravo Murillo O-E - Oñate-Amalia;441.169.458.980.851;447.974.471.450.384
5627;PUNTOS DE MEDIDA URBANOS;62012;Bravo Murillo O-E - Ulpiana Benito- Capitán Haya;441.373.696.813.382;447.983.602.628.125
5630;PUNTOS DE MEDIDA URBANOS;62015;Marqués de Viana O-E - Ceuta-Bravo Murillo;440.824.618.037.654;447.936.335.607.279
5640;PUNTOS DE MEDIDA URBANOS;62025;Pedro Teixeira E-O - PºCastellana-Capitan Haya;441.489.585.929.012;447.869.216.145.074
5648;PUNTOS DE MEDIDA URBANOS;62032;Francisco Gervás O-E - Orense-Capitán Haya;441.343.730.556.559;447.934.017.023.628
5668;PUNTOS DE MEDIDA URBANOS;62054;Huesca O-E - Hermano Gárate-Infanta Mercedes;441.010.971.017.049;447.902.707.853.555
6201;PUNTOS DE MEDIDA URBANOS;54009;Av. Daroca - Calahorra-Camino Viejo de Vicálvaro;448.244.298.351.826;447.310.131.706.583
5738;PUNTOS DE MEDIDA URBANOS;63051;Raimundo Fdez.Villaverde E-O(Giro) - Gral.Moscardó-Cte.Zorita;4.409.119.704.021;447.776.433.988.122
6211;PUNTOS DE MEDIDA URBANOS;54023;C/. Calahorra  - Av. Daroca-Camino Viejo de Vicálvaro;44.793.433.263.216;447.317.358.539.881
5764;PUNTOS DE MEDIDA URBANOS;97004;Cartagena 103 N-S - Mataelpino - Av. America;442.956.136.017.619;447.700.411.725.781
7104;PUNTOS DE MEDIDA URBANOS;97088;Ferraz N-S(Lateral) - Cuesta San Vicente-Pl. Marina Española;43.962.357.445.221;447.500.184.131.652
6124;PUNTOS DE MEDIDA URBANOS;52013;C/. Pico Artilleros - Hacienda de Pavones-Camino Vinateros;445.603.586.640.086;447.302.824.525.002
6125;PUNTOS DE MEDIDA URBANOS;52014;C/. Pico Artilleros - Luis de Hoyos Saínz-Camino Vinateros;445.740.027.178.663;447.317.313.750.625
6130;PUNTOS DE MEDIDA URBANOS;52408;Acceso desde Vía Servicio A-3 - El Bosco-A-3;444.581.829.307.476;447.305.718.529.142
6538;PUNTOS DE MEDIDA URBANOS;71402;Av. 25 Septiembre - Av. 25 Septiembre-Alcalá;447.050.452.752.429;447.758.343.602.868
6539;PUNTOS DE MEDIDA URBANOS;71403;Av. 25 Septiembre - Pl. Olivas-Alcalá;447.054.176.528.348;447.757.084.683.164
3796;PUNTOS DE MEDIDA URBANOS;79025;Av. Burgos - Camino Fuencarral a Hortaleza-Puerto de Somport;44.351.723.147.742;448.308.769.762.704
6619;PUNTOS DE MEDIDA URBANOS;79026;Av. Burgos - Francisco Pi y Margall-Av.Burgos;443.682.326.782.441;448.318.549.325.937
6623;PUNTOS DE MEDIDA URBANOS;79030;Av. Alcalde Conde Mayalde - Av. Francisco Pi y Margall-Av. Manoteras;444.308.164.659.694;448.226.258.402.369
6428;PUNTOS DE MEDIDA URBANOS;65010;Av. Pablo Neruda - Av. Pablo Neruda-San Claudio;445.504.725.650.508;447.141.079.844.492
3804;PUNTOS DE MEDIDA URBANOS;65011;Av. Pablo Neruda - Malgrat de Mar-Miguel Hernández;44.572.812.358.113;447.178.977.505.973
6493;PUNTOS DE MEDIDA URBANOS;69003;Av. Arcentales - Colegio Público Chile-Ajofrin;447.077.055.766.357;447.553.490.470.797
6533;PUNTOS DE MEDIDA URBANOS;71034;Av. Canillejas a Vicálvaro - Néctar-Alcalá;447.853.371.086.886;447.725.884.959.587
9837;PUNTOS DE MEDIDA URBANOS;83006;Ctra. Vicalvaro a Vallecas - Av. Democracia-Bruno Abundez;446.903.475.777.706;44.706.973.130.689
9835;PUNTOS DE MEDIDA URBANOS;83402;C/. Bruno Abundez - Bruno Abundez-Ctra. Vicalvaro a Vallecas;446.786.642.031.727;447.069.851.638.921
5361;PUNTOS DE MEDIDA URBANOS;88005;Av. Ensanche de Vallecas - Alto de la Sartenilla-Peñaranda de Bracamonte;448.208.974.019.202;44.691.544.549.173
5362;PUNTOS DE MEDIDA URBANOS;88006;C/. Peñaranda Bracamonte - Av. Entrepeñas-Av. Suertes;448.567.429.602.312;446.939.525.048.793
5644;PUNTOS DE MEDIDA URBANOS;82028;C/. San Jaime - Pl. San Jaime-Sierra de Guadalupe;447.058.314.193.237;447.044.519.480.497
5200;PUNTOS DE MEDIDA URBANOS;82401;C/. Puerto de Pilas - Sierra Gredos-San Jaime;44.685.131.036.408;447.023.967.143.344
4956;PUNTOS DE MEDIDA URBANOS;38039;JOAQUIN TURINA(POLVORANCA-GUITARRA);436.169.562.708.494;44.695.720.920.491
6589;PUNTOS DE MEDIDA URBANOS;77406;PTE. REINA E-O(GIRO A SIERRA ATAPUERCA);443.184.708.820.556;448.381.163.476.924
6590;PUNTOS DE MEDIDA URBANOS;77407;SIERRA ATAPUERCA S-N(GIRO A PTE. REINA);44.313.958.620.812;44.838.074.871.183
3530;PUNTOS DE MEDIDA URBANOS;77409;VALCARLOS S-N(GIRO A PTE. REINA);443.294.544.182.897;448.367.544.535.612
6595;PUNTOS DE MEDIDA URBANOS;78004;SANTO DOMINGO DE LA CALZADA E-O (REDECILLA DEL CAMINO - CAMINO DE SANTIAGO);44.342.738.618.372;448.449.617.588.648
4852;PUNTOS DE MEDIDA URBANOS;27035;VILLALONSO O-E(ALBINO HDEZ-REAL PINTO);440.047.221.459.904;446.699.576.117.533
4856;PUNTOS DE MEDIDA URBANOS;27039;P? TALLERES O-E (OPALO - SAN JENARO);440.344.626.623.737;446.676.411.686.061
4936;PUNTOS DE MEDIDA URBANOS;38017;E.MONTIJO GIRO S-N(POBLADOS-FATIMA);436.547.897.950.795;447.014.586.498.214
4946;PUNTOS DE MEDIDA URBANOS;38027;VENTURA D.B.S-N(HALCONERO REY-POBLADOS);438.460.921.306.106;446.960.964.179.064
4954;PUNTOS DE MEDIDA URBANOS;38036;AV.POBLADOS GIRO E-S(A42-CAZALEGAS);438.770.562.151.064;446.968.367.545.959
6778;PUNTOS DE MEDIDA M-30;PM31451;PM31451;439.838.766.817.803;447.157.901.034.854
3763;PUNTOS DE MEDIDA M-30;PM41301;PM41301;441.131.864.602.113;446.959.518.858.161
3925;PUNTOS DE MEDIDA URBANOS;4019;Dr.Arce, 11 N-S - Nervion-Pl. Republica Argentina;442.124.723.833.057;447.765.674.131.671
4038;PUNTOS DE MEDIDA URBANOS;9036; Salida M-30 Norte - ;444.093.843.882.225;44.760.797.677.955
4370;PUNTOS DE MEDIDA URBANOS;17039;Martin de los Heros S-N - Buen Suceso-Marques de Urquijo;439.222.209.859.569;447.586.428.297.161
5467;PUNTOS DE MEDIDA URBANOS;60020; Alberto Alcocer E-O(Giro a Padre Damián E-S) -  Alberto Alcocer E-O(Giro a Padre Damián E-S);442.018.948.409.852;447.911.245.199.393
3448;PUNTOS DE MEDIDA URBANOS;60056;Padre Damián S-N - Concha Espina-Rafael Salgado;441.896.715.095.925;447.846.973.586.696
4958;PUNTOS DE MEDIDA URBANOS;38043; CARCASTILLO E-O;437.371.289.139.604;447.009.664.845.017
4971;PUNTOS DE MEDIDA URBANOS;39017;AV.POBLADOS O-E(SALADO-E.BARREIROS);440.862.309.206.938;446.936.434.683.795
3420;PUNTOS DE MEDIDA URBANOS;39018;EDUARD.BARREIROS S-N(PINSAPO-AV.ROSALES);440.992.414.633.327;446.907.174.123.008
6596;PUNTOS DE MEDIDA URBANOS;78006;AV. CAMINO DE SANTIAGO S-N (VILORIA DE LA RIOJA - SANTO DOMINGO DE LA CALZADA);443.243.239.291.542;448.449.354.489.572
3994;PUNTOS DE MEDIDA URBANOS;7003;Conde Peñalver, 14 S-N - Hermosilla-Ayala;442.802.076.944.157;447.549.734.663.438
5500;PUNTOS DE MEDIDA URBANOS;60057;Pºde la Habana S-N - Pl.Quito-Segre;441.842.136.927.861;447.820.381.162.911
6597;PUNTOS DE MEDIDA URBANOS;78007;AV. CAMINO DE SANTIAGO N-S (TIERRA DE MELIDE - PALAS DE REY);443.428.282.810.242;448.472.613.146.251
6774;PUNTOS DE MEDIDA M-30;PM23073;PM23073;441.566.393.433.064;448.196.479.761.145
3998;PUNTOS DE MEDIDA URBANOS;7012;Jose Ortega y Gasset O-E - Gral. Diaz Polier-Conde Peñalver;442.734.957.158.012;447.590.372.769.602
4040;PUNTOS DE MEDIDA URBANOS;9026;Goya O-E - Fuente del Berro-Dr. Esquerdo;443.204.480.949.391;447.530.001.996.148
5512;PUNTOS DE MEDIDA URBANOS;60072;PºCastellana S-N - General Yagüe-Pl.Cuzco;441.589.672.867.145;447.887.519.029.188
3449;PUNTOS DE MEDIDA URBANOS;60079;Av.Asturias O-E - Conde de Serrallo-Pl.Castilla;44.153.457.022.113;447.999.862.538.037
7116;PUNTOS DE MEDIDA URBANOS;40402;Av. Pablo Neruda - Av. Pablo Neruda-Av. Pablo Neruda(Mediana);443.928.189.702.749;447.051.389.485.218
3587;PUNTOS DE MEDIDA URBANOS;41003;Av. Albufera - Sierra de Javalambre-Concordia;443.567.356.871.195;44.722.191.786.622
6550;PUNTOS DE MEDIDA URBANOS;74003;C/. Deyanira  - Arrastaria - Campezo;450.519.018.712.916;447.727.511.478.218
6776;PUNTOS DE MEDIDA M-30;PM23181;PM23181;442.399.959.475.549;448.184.740.491.263
3613;PUNTOS DE MEDIDA URBANOS;7011;Conde Peñalver S-N - D. Ramon de la Cruz-Jose Ortega y Gasset;442.823.405.579.454;447.577.760.294.616
10013;PUNTOS DE MEDIDA URBANOS;7016;Francisco Silvela N-S - Padilla-Ortega y Gasset;443.154.748.380.991;447.604.265.031.835
4002;PUNTOS DE MEDIDA URBANOS;8001;Goya, 54 O-E - General Pardiñas-General Diaz Porlier;442.572.962.621.141;447.534.490.549.815
6341;PUNTOS DE MEDIDA URBANOS;57010;Av. Logroño - Gonzalo de Céspedes-Canal de Suez;450.805.089.277.551;448.042.565.726.609
6552;PUNTOS DE MEDIDA URBANOS;74005;C/. Campezo - Laguardia-Samaniego;450.689.592.497.104;447.758.418.702.028
6556;PUNTOS DE MEDIDA URBANOS;74011;C/. Arrastaria - Pirra-Deyanira;450.395.087.116.141;447.739.579.968.868
3509;PUNTOS DE MEDIDA URBANOS;78005;AV. SANTO DOMINGO DE LA CALZADA O-E (CASTIELLO DE JACA - CAMINO DE SANTIAGO);443.187.309.059.648;448.464.988.095.741
6951;PUNTOS DE MEDIDA M-30;PM41892;PM41892;432.865.305.418.656;447.022.697.581.892
3985;PUNTOS DE MEDIDA URBANOS;6302; Francisco Silvela E-O (Delante G. 4) - ;442.522.184.784.058;447.692.193.705.765
3989;PUNTOS DE MEDIDA URBANOS;6306; Principe Vergara N-S(Detras G.10) - ;442.513.470.227.963;447.692.188.167.874
3992;PUNTOS DE MEDIDA URBANOS;7001;Francisco Silvela N-S - Maria Molina-Diego de Leon;442.763.653.608.064;447.658.851.748.648
6355;PUNTOS DE MEDIDA URBANOS;59001;Av. Donostiarra - Av. Donostiarra-Virgen de la Roca;44.420.036.897.114;447.645.376.214.618
3612;PUNTOS DE MEDIDA URBANOS;7010;Conde Peñalver, 60 N-S - Padilla-Jose Ortega y Gasse;442.835.609.025.964;447.601.111.849.562
6427;PUNTOS DE MEDIDA URBANOS;65009;Av. Pablo Neruda - Andaluces-San Claudio;445.599.822.960.411;44.716.164.768.419
4008;PUNTOS DE MEDIDA URBANOS;8008;Principe Vergara, 71 N-S - Diego de Leon-Maldonado;442.482.838.756.486;447.642.370.859.092
4009;PUNTOS DE MEDIDA URBANOS;8009;Principe Vergara, 54 S-N - Padilla-Juan Bravo;442.468.331.244.811;447.608.241.813.629
4010;PUNTOS DE MEDIDA URBANOS;8010;Principe Vergara, 51 N-S - Padilla-Jose Ortega y Gasset;442.457.303.673.081;447.606.021.729.681
4019;PUNTOS DE MEDIDA URBANOS;9002;Lateral M-30 S-N - Salida Puente Ventas-Ciudad Lineal;44.410.325.597.594;447.593.706.693.498
7109;PUNTOS DE MEDIDA URBANOS;9003;Alcala E-O - Raquel Meller- M-30;444.199.819.862.699;44.760.823.129.287
4896;PUNTOS DE MEDIDA URBANOS;37009;MAQUEDA O-E(QUERO-VALMOJADO);435.505.736.044.177;447.119.963.781.026
4897;PUNTOS DE MEDIDA URBANOS;37010;VALMOJADO N-S(ILLESCAS-MAQUEDA);435.662.008.617.259;447.123.664.213.731
4007;PUNTOS DE MEDIDA URBANOS;8007; Gral. Oraa, 58 O-E - Castello-Principe de Vergara;442.470.832.445.888;447.657.767.013.444
6356;PUNTOS DE MEDIDA URBANOS;59002;Av. Donostiarra - Virgen de la Roca-Virgen del Lluc;444.365.254.698.644;447.642.453.489.241
6554;PUNTOS DE MEDIDA URBANOS;74008;C/. Samaniego - Campezo-Arrastaria;450.488.215.588.389;447.765.893.171.117
